author,book_id,inputdate,price,title,upaddress,url
《收获》文学杂志社,29522727, /2023-03-01,¥47.00, 收获长篇小说2023春卷（姚鄂梅《我们的朝与夕》、畀愚《云头艳》、薛舒《太阳透过玻璃》）,上海文艺出版社,https://product.dangdang.com/29522727.html
（俄罗斯）安东.巴甫洛维奇.契诃夫 著，宋宪生等 译,26514927, /2019-01-01,¥26.10, 契诃夫短篇小说选 九年级下 名著阅读课程化丛书 导读版 人民教育出版社,人民教育出版社,https://product.dangdang.com/26514927.html
[美]理查德·派克,29568620, /2023-01-01,¥14.00, 国际大奖小说--和怪奶奶的七个夏天,新蕾出版社,https://product.dangdang.com/29568620.html
罗伯特·基梅尔·史密斯 禹田文化 出品,26439563, /2019-01-01,¥14.60, 长青藤国际大奖小说书系：巧克力男孩,云南出版集团公司 晨光出版社,https://product.dangdang.com/26439563.html
陈平原,29476235, /2022-10-01,¥49.00, 中国小说叙事模式的转变 陈平原著作系列,北京大学出版社,https://product.dangdang.com/29476235.html
O. Henry,1002263474, /2014-02-01,¥22.50, 现货 欧亨利短篇小说集选 41Stories 41篇故事 英文原版小说书籍 可搭怦然心动flipped奇迹男孩,Penguin USA,https://product.dangdang.com/1002263474.html
王安忆,1396714997, /2017-08-01,¥21.79, 小说与我(精)/中国文化中心讲座系列,广西师大,https://product.dangdang.com/1396714997.html
《收获》文学杂志社,29637600, /2023-09-28,¥47.00, 收获长篇小说2023秋卷（陈鹏《群马》、赵小赵《谋杀夏天》、周婉京《半玉抄》）,上海文艺出版社,https://product.dangdang.com/29637600.html
（英）尼尔·盖曼 ，果麦文化 出品,29154585, /2020-09-01,¥59.70, 尼尔盖曼幻想小说三部曲：吹牛爸爸的奇幻之旅+奇迹男孩与冰霜巨人+假如我有完美妈妈,天津人民出版社,https://product.dangdang.com/29154585.html
(美)埃德加·爱伦·坡 著；曹明伦 译；读客文化 出品,25251417, /2018-03-25,¥29.90, 爱伦·坡短篇小说集（精美插图典藏版！爱伦·坡研究专家译本！他就是推理、科幻、惊悚小说的开创者！）（读客经典文库）,文汇出版社,https://product.dangdang.com/25251417.html
沈石溪,25575535, /2018-09-01,¥14.00, 动物小说大王沈石溪品藏书系：野马归野（升级版）,浙江少年儿童出版社,https://product.dangdang.com/25575535.html
沈石溪,25535504, /2018-10-01,¥12.50, 动物小说大王沈石溪·品藏书系：巨蜥母亲(升级版),浙江少年儿童出版社,https://product.dangdang.com/25535504.html
 ,12100012773, ,¥39.30, 小说集, ,https://product.dangdang.com/12100012773.html
[奥]卡夫卡 著 ，创美工厂 出品,26485958, /2019-02-01,¥19.90, 卡夫卡小说精选（2019全新修订版，卡夫卡作品）,中国友谊出版公司,https://product.dangdang.com/26485958.html
秦文君,25302193, /2018-06-01,¥16.00, 秦文君大奖小说爱藏系列：女生贾梅,浙江少年儿童出版社,https://product.dangdang.com/25302193.html
沈石溪,25581903, /2018-11-01,¥13.00, 动物小说大王沈石溪·品藏书系：侏罗纪龙鸟（升级版）,浙江少年儿童出版社,https://product.dangdang.com/25581903.html
毕飞宇,29129174, /2020-09-01,¥37.00, 小说课（增订版）,人民文学出版社,https://product.dangdang.com/29129174.html
[美]米歇尔·奎瓦斯,25226649, /2018-01-01,¥13.00, 国际大奖小说——我是你的隐形朋友,新蕾出版社,https://product.dangdang.com/25226649.html
沈石溪,25581902, /2018-10-01,¥14.00, 动物小说大王沈石溪·品藏书系：白天鹅红珊瑚（升级版）,浙江少年儿童出版社,https://product.dangdang.com/25581902.html
[奥]米拉·洛贝,29444010, /2022-08-01,¥18.20, 国际大奖小说·注音版--苹果树上的外婆,新蕾出版社,https://product.dangdang.com/29444010.html
(英) 乔治·威尔斯（H.G.Wells）,28526106, /2020-03-01,¥13.50, 威尔斯科幻小说精选：隐身人,四川文艺出版社,https://product.dangdang.com/28526106.html
（美国）欧·亨利,25283698, /2018-06-01,¥11.00, 欧·亨利短篇小说精选(《语文》阅读丛书)人民文学出版社,人民文学出版社,https://product.dangdang.com/25283698.html
余华,29650604, /2021-11-01,¥45.80, 余华短篇小说合集：我没有自己的名字（平装）收录余华迄今为止发表的所有短篇小说《十八岁出门远行》《鲜血梅花》《死亡叙述》,人民文学出版社,https://product.dangdang.com/29650604.html
曹文轩,28973139, /2020-06-01,¥232.20, 曹文轩纯美小说全集（套装共14册）,江苏少年儿童出版社,https://product.dangdang.com/28973139.html
沈石溪,28542501, /2018-09-01,¥12.50, 动物小说大王·沈石溪系列典藏-睡蟒边的雪兔,吉林美术出版社,https://product.dangdang.com/28542501.html
莫言,29430227, /2022-07-01,¥262.00, 莫言长篇小说集（套装全10本）,浙江文艺出版社,https://product.dangdang.com/29430227.html
常新港 著,23284867, /2013-07-01,¥67.50, 动物励志小说（套装共8册）,春风文艺出版社,https://product.dangdang.com/23284867.html
沈石溪，童趣出版有限公司 编,26918465, /2019-03-01,¥14.00, 沈石溪动物小说感悟生命书系（修订版） 狼国女王 与课堂教学挂钩 真正开卷有益 儿童文学【7-10岁】,人民邮电出版社,https://product.dangdang.com/26918465.html
曹文轩,29501542, /2022-12-01,¥23.80, 曹文轩纯美小说：石榴船,江苏凤凰少年儿童出版社,https://product.dangdang.com/29501542.html
毕飞宇 著,29391654, /2022-01-01,¥35.80, 小说课（毕飞宇文集）,人民文学出版社,https://product.dangdang.com/29391654.html
沈石溪,27949328, /2019-11-01,¥135.00, 动物小说大王沈石溪注音读本（经典篇 套装共15册 狼王梦、斑羚飞渡、第七条猎狗等）,浙江少年儿童出版社,https://product.dangdang.com/27949328.html
〔英〕E.M.福斯特,29576813, /2023-05-01,¥22.50, 大师经典写作课：小说面面观EM福斯特谈写作（了解小说艺术奥秘的经典，20世纪小说美学名著，清晰好读易入门）,人民文学出版社,https://product.dangdang.com/29576813.html
紫金陈,1465943277, /2023-06-01,¥25.50, 坏小孩紫金陈小说 坏小孩书坏孩子 隐秘的角落原著秦昊主演电视剧无证之罪长夜难明推理之王三部曲侦探悬疑推理小说畅销书正版,湖南文艺出版社,https://product.dangdang.com/1465943277.html
济尔法·基特利·斯奈德 禹田文化 出品,25273398, /2018-04-01,¥19.00, 长青藤国际大奖小说第八辑·下课去埃及,云南出版集团公司 晨光出版社,https://product.dangdang.com/25273398.html
美国《作家文摘》杂志社编,26481161, /2019-01-01,¥29.50, 短篇小说写作指南（原名： THE WRITER’S DIGEST HANDBOOK OF SHORT STORY WRI,湖南文艺出版社,https://product.dangdang.com/26481161.html
楚鱼、漠野萧成 著，新华先锋 出品,29323262, /2021-10-01,¥74.00, 官场反腐小说：荣辱+黄金岁月（全2册）,天津人民出版社,https://product.dangdang.com/29323262.html
沈石溪,27901834, /2019-07-01,¥19.50, 动物小说大王沈石溪·军旅系列：鹭鸶谷传奇,浙江少年儿童出版社,https://product.dangdang.com/27901834.html
茅盾 著,25200701, /2017-12-01,¥19.00, 名家小说典藏：茅盾小说,浙江文艺出版社,https://product.dangdang.com/25200701.html
弗雷德里克·巴克曼，果麦文化 出品,29403152, /2022-06-01,¥104.80, 巴克曼小说集：外婆的道歉信+时间的礼物+清单人生+焦虑的人+不要和你妈争辩,天津人民出版社,https://product.dangdang.com/29403152.html
沈石溪 【加】 查尔斯·罗伯茨 【加】 欧内斯特·汤普森·西顿，国开童媒 编,24184361, /2017-02-01,¥4.30, 沈石溪中外动物小说世界：罪马,国家开放大学出版社,https://product.dangdang.com/24184361.html
王清|责编:马明秀,11239584014, /2022-05-01,¥24.00, 小说可以这样读,山东文艺,https://product.dangdang.com/11239584014.html
(俄罗斯) 契诃夫,29272022, /2021-07-01,¥9.30, 契诃夫短篇小说精选 九年级下册课外阅读（中小学生课外阅读指导丛书）无障碍阅读 彩插励志版,时代文艺出版社,https://product.dangdang.com/29272022.html
沈石溪,27872004, /2019-04-01,¥19.50, 动物小说大王沈石溪经典作品·荣誉珍藏版：双面猎犬【精装】,浙江少年儿童出版社,https://product.dangdang.com/27872004.html
格非,29562535, /2023-03-01,¥29.50, 小说的十字路口（格非作品系列）,浙江文艺出版社,https://product.dangdang.com/29562535.html
裟椤双树，橘花散里，两色风景，悠世，原晓，闲晴，萧十一狼，李惟七等,29692516, /2024-03-01,¥7.50, 小说绘296（2403）,知音动漫,https://product.dangdang.com/29692516.html
曹文轩,24021928, /2016-07-01,¥75.00, 曹文轩经典长篇小说礼盒（套装共7册）：草房子、青铜葵花、蜻蜓眼、红瓦黑瓦、山羊不吃天堂草、根鸟、细米,江苏凤凰少年儿童出版社,https://product.dangdang.com/24021928.html
沈石溪,28976543, /2018-11-01,¥53.50, 动物小说大王沈石溪品藏精选 灵犬篇（套装 共4册）,浙江少年儿童出版社,https://product.dangdang.com/28976543.html
鲁迅,1368709777, /2018-04-01,¥19.90, 【2021新版】狂人日记 鲁迅小说全集 原著正版无删减纪念版 白话文小说开山之作 仿徨呐喊野草朝花夕拾现当代文学小说书籍,浙江教育出版社,https://product.dangdang.com/1368709777.html
刘慈欣,27906492, /2019-05-01,¥125.00, 刘慈欣少年科幻科学小说系列（全10册）（神秘岛）,广西师范大学出版社,https://product.dangdang.com/27906492.html
吴敬梓，[清] 蒲松龄,29567513, /2020-10-01,¥27.00, 古典小说合集：儒林外史+聊斋志异（套装共2册 布面精装 彩图珍藏版 美绘国学系列）,青岛出版社,https://product.dangdang.com/29567513.html
［美］韦恩·布斯 后浪,25082731, /2017-07-01,¥34.00, 小说修辞学：The Rhetoric of Fiction,北京联合出版有限公司,https://product.dangdang.com/25082731.html
沈石溪,28542500, /2018-09-01,¥12.50, 动物小说大王·沈石溪系列典藏-老虎哈雷,吉林美术出版社,https://product.dangdang.com/28542500.html
[西] 路易斯·普拉茨,29333705, /2022-01-01,¥16.00, 国际大奖小说——亲爱的怪物先生 央视《读书》栏目推荐 百班千人共读书目 四年级课外阅读,新蕾出版社,https://product.dangdang.com/29333705.html
《小说月报?原创版》编辑部 编,29194008, /2021-01-01,¥21.00, 小说月报原创版2020年精品集,百花文艺出版社,https://product.dangdang.com/29194008.html
沈从文,27854005, /2019-05-01,¥24.90, 沈从文小说往昔之梦,江西人民出版社,https://product.dangdang.com/27854005.html
《小说月报·原创版》编辑部 编,26445448, /2019-01-01,¥19.90, 小说月报原创版2018年精品集,百花文艺出版社,https://product.dangdang.com/26445448.html
 ,12100012557, ,¥24.50, 莫言长篇小说系列及3本戏剧作品, ,https://product.dangdang.com/12100012557.html
(英) 乔治·威尔斯（H.G.Wells）,28526105, /2020-03-01,¥10.00, 威尔斯科幻小说精选：时间机器,四川文艺出版社,https://product.dangdang.com/28526105.html
[美] 凯特·迪卡米洛,28532304, /2020-05-01,¥19.60, 国际大奖小说——爱德华的奇妙之旅,新蕾出版社,https://product.dangdang.com/28532304.html
沈石溪,25575537, /2018-09-01,¥12.50, 动物小说大王沈石溪·品藏书系：兵猴传奇（升级版）,浙江少年儿童出版社,https://product.dangdang.com/25575537.html
《小说月报》编辑部 编,29363647, /2022-01-01,¥34.00, 小说月报2021年精品集,百花文艺出版社,https://product.dangdang.com/29363647.html
（俄罗斯）契诃夫著、 谢素素 译 知书达礼 出品,25280957, /2018-03-01,¥34.90, 契诃夫短篇小说集,黑龙江科学技术出版社,https://product.dangdang.com/25280957.html
[德]洛特·金仕可菲,29433044, /2022-07-01,¥186.40, 国际大奖小说·注音版（20册）礼盒装,新蕾出版社,https://product.dangdang.com/29433044.html
 ,12100010507, ,¥13.00, 狂人日记：鲁迅小说全集（1938年复社底本，中国白话小说开山之作。收录鲁迅全部小说，多篇入选语文课本）团购电话：4001, ,https://product.dangdang.com/12100010507.html
[美]凯特·迪卡米洛,29444907, /2022-08-01,¥18.20, 国际大奖小说·注音版--爱德华的奇妙之旅,新蕾出版社,https://product.dangdang.com/29444907.html
[美]凯特·迪卡米洛,28489435, /2020-01-01,¥14.00, 国际大奖小说——浪漫鼠德佩罗,新蕾出版社,https://product.dangdang.com/28489435.html
 ,12100012185, ,¥24.50, 蔡骏悬疑小说套装：夜宴图+不微笑的蒙娜丽莎+病毒, ,https://product.dangdang.com/12100012185.html
（俄）契诃夫,25283731, /2018-06-01,¥14.00, 契诃夫短篇小说精选(《语文》阅读丛书)人民文学出版社,人民文学出版社,https://product.dangdang.com/25283731.html
黄蓓佳,25327938, /2018-08-01,¥18.80, 黄蓓佳倾情小说：野蜂飞舞,江苏凤凰少年儿童出版社,https://product.dangdang.com/25327938.html
罗伯特·基梅尔·史密斯 禹田文化 出品,26439569, /2019-01-01,¥11.00, 长青藤国际大奖小说书系：我和外公的战争,云南出版集团公司 晨光出版社,https://product.dangdang.com/26439569.html
茅盾 著，酷威文化 出品,29507346, /2023-01-01,¥16.40, 子夜（现代文学巨匠茅盾经典长篇小说著作）二十世纪中文小说一百强,四川文艺出版社,https://product.dangdang.com/29507346.html
小说月报原创版编辑部,23856217, /2016-01-01,¥17.50, 小说月报原创版2015年精品集,百花文艺出版社,https://product.dangdang.com/23856217.html
乌尔夫·斯达尔克 等,29604506, /2023-07-26,¥206.00, 小小灯塔国际大奖小说注音版礼盒（全17册）【包邮】,中信出版社,https://product.dangdang.com/29604506.html
阿姆斯特朗·斯佩里 禹田文化 出品,25273394, /2018-04-01,¥16.10, 长青藤国际大奖小说第八辑·你那样勇敢,云南出版集团公司 晨光出版社,https://product.dangdang.com/25273394.html
（美）马克·吐温著、刘志成译 知书达礼 出品,25280958, /2018-03-01,¥34.90, 马克·吐温短篇小说集,黑龙江科学技术出版社,https://product.dangdang.com/25280958.html
[美]阿尔伯特·扎克曼/著 姚瑶/译,29606158, /2023-08-30,¥32.40, 畅销小说写作指南,北京联合出版有限公司,https://product.dangdang.com/29606158.html
江曾培 主编,29712204, /2024-01-01,¥49.00, 微型小说鉴赏辞典(第三版),上海辞书出版社,https://product.dangdang.com/29712204.html
 ,12100012105, ,¥67.60, 12堂小说大师课 中读文丛系列, ,https://product.dangdang.com/12100012105.html
